YEAR,STRAT,richness_mean,richness_n,richness_sd,richness_se,richness_min,richness_max,simpson_mean,simpson_n,simpson_sd,simpson_se,simpson_min,simpson_max,shannon_mean,shannon_n,shannon_sd,shannon_se,shannon_min,shannon_max
1999,FMLR,37.88732394366197,71,8.403314474955103,0.9972899486911626,18,65,8.294437205791228,71,2.834564142715982,0.33640087335493113,2.0351514070156163,15.246567164179098,14.010370294054038,71,3.6643994440079437,0.4348842048444381,4.150865409350343,23.514350949270984
1999,FSLR,40.714285714285715,14,10.268911794856818,2.744482119382576,31,67,9.563576342650578,14,3.7964533158847433,1.0146448280658982,3.7533508295060445,16.9115835678094,15.107481447145537,14,4.360239675966901,1.1653230708347408,8.147884688758046,24.133486352432907
1999,HRRF,45.69230769230769,39,10.85588330948476,1.738332552271254,12,67,8.828782660204919,39,3.155268106388993,0.5052472566361427,3.2521028206112517,15.528169014084494,15.355102240392103,39,4.6471999439847504,0.7441475473933824,7.069211835599437,25.288797818385532
1999,INPR,33.75,8,8.137216091163225,2.8769403390209036,17,44,7.542925911678438,8,3.208572431009359,1.1344016619474617,3.7094878253568417,11.789658282393018,12.516806848078186,8,4.112527846573697,1.4539981640653854,6.74003797960584,17.466433532163723
1999,MCPR,36.714285714285715,21,8.204528366352676,1.7903748704868343,19,50,8.632824327440387,21,3.3954548650188396,0.7409489970359475,1.441642789971238,13.994110718492339,14.324222654470258,21,5.0862221679337605,1.1099046707580407,2.3608920275684984,21.806658455659143
1999,OFPR,41.75,8,7.592289321598403,2.6842796320162217,30,53,11.095263121331467,8,4.864502250010917,1.7198612640399686,6.001601595678137,21.782558729911756,18.67314287380742,8,5.661570926373605,2.00166759710369,12.133760118941,30.14900256045722
2000,FMLR,39.22680412371134,97,7.5394865467295675,0.765518875229838,18,55,8.309390039936092,97,3.0707529887405,0.3117877271190266,2.222841545534938,17.492847369075754,13.792887163718552,97,4.070037716773446,0.41324971876751093,4.370425507855514,25.151578713923108
2000,FSLR,31.703703703703702,27,11.785959100083112,2.2682088863636345,15,54,8.260525710970043,27,2.3153975846727284,0.445598472930603,2.7824755359677305,13.003673094582187,12.89272913744063,27,3.7040992051731307,0.7128542244039286,5.140258014106232,20.49087368677658
2000,HRRF,48.5609756097561,41,6.115753348884358,0.9551202072781109,34,60,9.466376997754312,41,2.8192294392406922,0.4402896671533243,4.403693101006494,15.246955730529779,16.07208551341327,41,3.3524807547683286,0.5235695311313233,8.590735323088193,21.36067359894617
2000,INPR,23.11764705882353,17,8.608733595462638,2.087924583346809,11,38,6.772837628032683,17,2.5892888290892477,0.6279947845627555,2.989490488226686,11.772045162212383,10.323017269601296,17,3.5004417770781626,0.8489818343069443,4.798290197190489,16.3953161369013
2000,MCPR,36.53333333333333,30,6.796212603143494,1.2408129827808656,21,55,8.310274245128571,30,3.3373290415519263,0.6093101326250286,2.0508623293681043,17.33204239021376,13.82860708490708,30,4.370018631215217,0.7978525936781413,4.720242740512102,25.02617874825559
2000,OFPR,41.6875,16,8.014310117949433,2.0035775294873583,26,53,11.301343076111943,16,4.190038737700385,1.0475096844250962,4.203578252562098,22.016778523489958,17.529892870035408,16,5.056766638088328,1.264191659522082,8.393058002307093,28.70962808651262
2001,FDLR,43.642857142857146,14,10.796061552943511,2.88536881840266,17,59,3.947465407611957,14,2.04939826780704,0.5477247262272809,1.7017418233224941,8.831054106854666,7.4336821708900125,14,3.008598436077779,0.804081754441925,3.3510676912133084,13.604213600415546
2001,FMLR,38.616279069767444,86,7.99877726633877,0.8625303348659277,13,53,6.615442950975499,86,3.203367465379038,0.34542799738149116,1.0549677768306094,15.45774121166791,11.264342221743167,86,4.554642136762107,0.4911396925562924,1.2208160083300479,22.305672440849754
2001,FSLR,37.95454545454545,44,11.814367574438014,1.7810829263523689,8,58,7.767039370313238,44,3.367016546678211,0.5075968431022629,1.6130829518851293,15.463466290151782,12.496334348838316,44,4.939816229206518,0.7447053166175578,3.1842716780919478,22.629427809912574
2001,HRRF,49.4,80,9.031029491197893,1.0096997924561912,25,67,9.409722580334476,80,3.6873165135967807,0.4122545189479964,1.0249680537183123,18.101032597691855,15.569615644510897,80,5.140640036472482,0.5747410284704734,1.1070669074907136,27.19308980809961
2001,INPR,29.25,12,9.891456368549026,2.8554174985296092,8,38,6.373971821139367,12,3.146137434987461,0.9082116474987848,2.5295832877725184,12.632845993184572,10.002739372547554,12,3.9245850464501206,1.1329301165127785,4.793327799715964,17.158027851423007
2001,MCPR,34.425925925925924,54,7.484832088339454,1.0185566348245492,17,54,8.028668837332281,54,3.817294380213837,0.5194679683065367,1.5717629168498215,15.51837569843394,12.728529665700695,54,5.013454063998942,0.6822446836488915,2.6774029827948045,22.415252053001247
2001,OFPR,40.666666666666664,15,9.301817538729166,2.4017189611305416,26,57,8.873534737351882,15,3.7264545858047318,0.9621664367479988,2.4852776859764254,14.994717147259518,14.513768270880014,15,4.748965086034792,1.2261775126622148,5.378162892911843,21.48163442907301
2002,FDLR,38.666666666666664,18,8.574929257125442,2.0211302086361083,14,52,8.136529082137592,18,3.5653015869505316,0.8403496430359602,1.54269979830929,13.116780452748822,13.897821578541361,18,5.345584680131698,1.2599663922426818,2.76201991069007,22.638908513073154
2002,FMLR,36.43016759776536,179,9.586940173061764,0.716561551745968,14,56,7.499823320383326,179,2.8512020477656996,0.21310884670262653,1.4624451653242412,15.720930232558128,12.783413057885694,179,4.045074578801398,0.3023430692994921,2.5056017599106437,24.02471344932365
2002,FSLR,28.210526315789473,19,12.17729648598581,2.793663409891847,12,52,7.888728481298821,19,3.0908094501137353,0.70908031825191,3.4700713835266166,14.550850438232441,12.180907788385335,19,4.937638071827426,1.1327718618355145,6.299236123096573,25.22460440795773
2002,HRRF,43.528301886792455,53,9.303853158741244,1.277982516780489,24,64,10.27584037935454,53,3.348632698967806,0.4599700759872385,1.0646302031453403,17.996914109377688,16.281909120526045,53,4.440524108135225,0.6099528957212039,1.2346929163278677,26.469458960121493
2002,INPR,28,18,13.1283259091352,3.0943760919921823,2,48,6.703865895568828,18,4.304727821558223,1.014634077928738,1.0843605609332476,14.957401490947818,10.120013410680833,18,5.878492694168724,1.3855740157340941,1.3005611530819527,19.464996559667124
2002,MCPR,31.955555555555556,45,9.117803651885875,1.3592019180741763,12,49,8.893665141853353,45,3.7294197424554056,0.5559490707173363,1.1711286731115202,17.342492639842973,13.940992465004086,45,4.807574853593132,0.7166709453035228,1.6179872171857599,22.409825606822512
2002,OFPR,35.75,24,10.113486475773435,2.064406782181952,18,59,9.623467146610334,24,3.201622982988282,0.6535285547573899,3.150598837898731,14.94915254237288,15.579524851343349,24,4.933208688551373,1.006987006801287,6.294219367600429,23.728141139011953
2003,FDLR,44.38461538461539,13,7.159358229367368,1.985648707338394,31,53,7.810734131387236,13,2.666704098971926,0.7396106434871751,3.0570426361771683,12.765774694416923,13.913584454578265,13,3.800450406726411,1.054055293177696,6.899005021868216,19.080423491430796
2003,FMLR,38.042857142857144,70,9.089627332941646,1.0864182636519737,16,63,7.797993816495749,70,2.8171400816037133,0.33671264220353864,1.965618583842441,13.87940101709985,13.173419366110043,70,3.936391891129132,0.4704888205829456,2.469540249442603,21.534273489198448
2003,FSLR,36.53125,32,11.645252043699626,2.0586091721816264,11,59,8.41148788879254,32,3.441257027529363,0.6083340449929685,2.6834128980507295,15.779645191409884,13.271592663497808,32,4.64837464472083,0.8217243081944269,5.020141761475384,21.841443953652707
2003,HRRF,46.355932203389834,59,8.999545413547107,1.171641016712166,20,61,9.064021730944813,59,3.5406992125062757,0.4609597745868527,1.9582276610302372,16.25091136339963,15.266184397542347,59,4.844609831495702,0.630714478089418,4.377106811866884,24.62511727608455
2003,INPR,25.4,15,10.06266082391446,2.598167852636967,5,38,6.466276644247105,15,2.8116716906355514,0.7259705088556229,2.02711157455683,13.565767749036864,9.815603362707469,15,3.9283243234851937,1.0142889788906448,3.867635739291627,20.361983810690937
2003,MCPR,30.242424242424242,33,9.02783993762594,1.571545214685157,13,50,7.216235573964572,33,3.5067570831652053,0.6104480530434391,1.5794299735470727,19.20033057851239,11.148586211631889,33,4.550361735074102,0.7921163045922017,2.3121508079004984,25.610178824261563
2003,OFPR,33.733333333333334,15,8.947997913872502,2.3103631268217937,16,50,9.116071093189895,15,3.296074011379392,0.8510426502626307,1.2810019736913305,14.928952042628769,13.864462945041458,15,4.789590565565021,1.236666966372366,1.6157585894728521,20.672854702951863
2004,FDLR,42,9,9.041570660012562,3.013856886670854,32,57,6.770139565389335,9,3.0507900816851143,1.0169300272283714,3.5079281220998597,12.214285714285715,12.800209347694194,9,3.489276050069078,1.1630920166896928,8.59748362942163,18.078740246397253
2004,FMLR,42.09090909090909,33,11.4683358545487,1.9963810232725225,14,60,8.579719026764902,33,3.46170495100663,0.602605483481468,1.401111865561194,14.548676819063077,14.23972416995044,33,4.898627952046602,0.852741671291333,2.310161921266803,23.137571707750293
2004,FSLR,33.470588235294116,17,12.385059785174755,3.003818216109711,12,58,8.348773451099802,17,2.25900830792317,0.547889991924415,3.836367128315656,11.394909218798091,13.211851081580976,17,3.621904238922723,0.8784408084088665,7.456335015315256,18.896825885678812
2004,HRRF,51.07142857142857,42,9.16353552267144,1.413964228644832,24,66,10.551328637630261,42,3.6128681036375387,0.5574776513624625,4.046284326238214,18.884714069804225,17.42474323687228,42,4.97646716522047,0.7678855545698736,7.472700802466872,29.66743604930644
2004,INPR,31,3,6.244997998398398,3.6055512754639896,26,38,8.780887274804867,3,3.51617326843801,2.0300635830500515,4.834343758782671,11.580034423407916,13.831319021541526,3,4.698166537880763,2.712487715343151,8.40637022776345,16.558516065164746
2004,MCPR,31.272727272727273,11,6.634619945270551,2.0004131804609724,19,41,7.7408071323157195,11,3.410801950341293,1.0283954821358618,1.2296867371910263,13.313282863041989,12.503609464917167,11,4.831166206143519,1.4566514186929855,1.4735797001856086,18.739968348999895
2004,OFPR,43,12,8.034018580103892,2.3192213949487184,25,54,8.96490181315768,12,2.749357928278587,0.7936712699951372,2.2346850025678635,12.761402186204291,15.017168696431478,12,4.275118822273859,1.2341205014287242,5.165443908232518,21.02571008652308
2005,FDLR,42,25,9.60902353693305,1.92180470738661,22,56,7.410379358911219,25,3.5348339496821612,0.7069667899364322,1.4605236895544111,13.387513202675748,13.141436546008029,25,5.386279152831493,1.0772558305662987,2.5620987307482177,21.39906522395652
2005,FMLR,35.074074074074076,81,9.929473523024495,1.1032748358916105,9,56,8.031067037710235,81,3.3271751293003473,0.3696861254778164,2.106798949518529,17.690244481367188,12.9558261951136,81,4.381737924849619,0.48685976942773546,4.87864801009462,25.14941887256595
2005,FSLR,29.0625,32,9.918823746600655,1.7534168831538701,5,47,8.262246183472675,32,3.4168133859430214,0.6040129788123196,1.591445504064977,14.916046481263873,12.331681045895492,32,4.8636763614157665,0.8597846341634504,2.6857211001606944,21.319346801481377
2005,HRRF,46.276595744680854,47,9.694691796476935,1.4141161364678163,22,69,8.858770293117212,47,3.3299847897313946,0.4857282030422881,3.0336116471464876,16.53000200682319,15.303455997518588,47,4.522440552334863,0.6596657527160583,6.444218493814611,24.670911200289726
2005,INPR,23.625,8,13.647998283369512,4.8252960678964705,5,38,6.108988649685583,8,2.8312504287567433,1.0009981887056065,2.535044842850426,10.891046320530764,9.028261725020506,8,4.609017952140121,1.629533924284407,4.762203155904597,15.770536742178889
2005,MCPR,29.674418604651162,43,8.382864978583958,1.2783749245253144,8,51,8.59009048567294,43,3.3578115314194217,0.5120614579877957,2.5714285714285716,17.20209621069604,13.01980017911047,43,4.310338090455653,0.6573203964446563,3.958063314947797,24.271792453721332
2005,OFPR,35,20,9.290629121522622,2.077447826946374,15,52,9.674316332117826,20,3.0270501450422547,0.6768689895615079,3.4652514698333823,14.609469850263041,14.573153858672368,20,3.8159243196308816,0.8532666175689286,6.2717216224207855,21.577446199166335
2006,FDLR,40.18181818181818,22,7.901997117283608,1.6847114460448338,16,52,5.862105634907987,22,4.61468340880329,0.9838538085112117,1.0793462494075743,16.35722994391612,10.285164210339339,22,6.957697296419591,1.4833860477821508,1.2930120303698707,25.720594177410856
2006,FMLR,35.62608695652174,115,11.81692279649559,1.1019337326336713,4,59,7.629985262662295,115,3.5199195012931312,0.3282341859574692,1.3253769678719305,17.607726781570506,12.681629403889701,115,5.200492972450136,0.4849484702029714,1.9873119525758818,25.96302725807762
2006,FSLR,26.73076923076923,52,11.19719044700436,1.552770934531145,7,60,7.330063791587001,52,3.3142839936557222,0.4596084954067413,2.1238115585941673,15.44228169775614,11.04854332282008,52,4.617615623369353,0.6403480730939161,2.972795683043541,21.18524714160242
2006,HRRF,42.294117647058826,51,9.708334806025304,1.3594387877953165,23,59,9.870477884934488,51,3.5675092394799806,0.49955121376297285,1.8250477025710052,17.51260931661222,16.01236778222183,51,4.8539565893904415,0.6796898740859959,4.030581904856439,26.564026957834628
2006,INPR,30.846153846153847,13,15.082253113323585,4.183064380739583,1,52,7.5198622873964664,13,3.668434116738378,1.0174405621970517,1,14.39066625393763,11.990128272972862,13,5.4485155509839265,1.5111463226334982,1,21.916566577877308
2006,MCPR,32.32,50,11.203935168738978,1.5844757067579553,5,55,8.12353576069178,50,3.318004752171618,0.4692367320539482,2.1030363364858133,15.100628930817606,13.044899072241321,50,4.718075380433698,0.6672366191307935,2.5596962989619096,21.469685685420636
2006,OFPR,35.32,25,8.994072121866342,1.7988144243732684,17,53,8.992143897480712,25,4.055194851732401,0.8110389703464802,1.6740309803788485,19.407894736842117,13.986186994582967,25,5.342206725112643,1.0684413450225285,3.1937882463565237,26.850978749191885
2007,FDLR,46.041666666666664,24,7.926176591668825,1.6179240217317432,24,60,6.9375757400291835,24,2.6996519686268083,0.5510641505196485,1.5027731770701518,12.467213114754092,11.937207419716229,24,3.8042440353318856,0.7765380619657951,2.80755317019837,18.89032899053932
2007,FMLR,40.63709677419355,124,8.28490122154279,0.7440060930785947,13,61,8.529991473507867,124,2.9962215236313723,0.26906863584546814,2.688276918125205,18.804410911201394,14.192549761117501,124,3.9465806230855973,0.3544134023911531,6.071943252338382,24.672206129879115
2007,FSLR,33.270270270270274,37,10.966232637431064,1.8028375401486243,10,61,7.919202833799889,37,3.0280847377800297,0.4978140643658453,2.4944369727350533,16.691407164598466,12.214582780739645,37,4.1572346805313485,0.6834451714700642,4.7020425416656755,22.932051305670647
2007,HRRF,49.5,48,10.589034874551508,1.5283955338201622,23,65,9.581074395305277,48,3.2494412129751042,0.46901643975676016,2.941864199910066,15.978653709668613,16.160863238491213,48,4.377941520631345,0.6319014288582366,6.455146933022256,25.82319553666005
2007,INPR,30.6,10,8.48789988421426,2.6841096185596527,18,43,10.373794928403967,10,3.4733107268347645,1.0983572918292772,3.0722583473368887,14.422535211267606,14.937998655469542,10,4.505982950241904,1.4249169220649578,5.338357101326484,19.16500866698956
2007,MCPR,35.625,56,9.518522612636518,1.2719660873123653,12,60,9.612814713062818,56,3.2751197543074206,0.43765628647405774,4.021666299572239,17.417302798982195,14.91588889897712,56,3.8678608894590534,0.5168646524306605,8.32837104513832,22.599538198923245
2007,OFPR,44.27777777777778,18,7.583306399435039,1.7874024596186193,30,59,10.340397018475006,18,3.704769122858386,0.8732224565012342,4.869169908641866,17.041564402511728,16.57161234783794,18,4.18053432812328,0.9853613907997064,9.026812231926312,23.6601280308514
2008,FDLR,48.17391304347826,23,6.350749232199039,1.3242227549754002,33,61,7.265885314388375,23,1.8179892485424975,0.3790769629219006,4.898888319302383,13.676752029317775,13.897511211817365,23,3.112935948465129,0.6490920152914107,9.995212356978119,21.913709540347952
2008,FMLR,41.08904109589041,146,7.314530868947253,0.6053548819504542,23,59,7.678445465365416,146,2.5353889096148245,0.20983027914943655,1.8540098667747087,13.880684142033846,13.224835298330438,146,3.4533660559080754,0.28580260833690574,3.8695805058437576,20.853794436846158
2008,FSLR,32.46296296296296,54,8.090788992855039,1.1010169249456365,13,46,8.34229328051202,54,2.897958384289842,0.3943621854072489,1.934986457909064,17.79093961578688,12.769115775461259,54,3.7054471295666915,0.5042474853499433,3.8195531746847178,23.19172800486175
2008,HRRF,47.79545454545455,44,7.1709346977745,1.0810590813026644,33,64,9.236894145396178,44,3.1478053990280404,0.4745495191650441,3.1310248200876556,15.783602432375755,15.7009187658849,44,4.179016062825741,0.6300103760573306,7.012933446620015,23.65407040093006
2008,INPR,33,14,7.060180864974625,1.886912706099453,19,42,8.115019496972458,14,2.73426504106301,0.7307630705922261,3.6438050933121757,11.368504121120012,12.795462668734055,14,3.669109103609457,0.9806106557428458,7.312880784090806,18.229786698506324
2008,MCPR,39.03448275862069,58,6.316132275431709,0.8293487985571003,19,50,9.431734833172639,58,3.8742136356413424,0.5087091726325615,1.4638594503852218,16.997242780438263,15.003437561697696,58,4.7763269874732295,0.6271624588967345,2.1748192395270434,24.29634792819187
2008,OFPR,40.78378378378378,37,8.141577567356666,1.3384671071414505,28,58,9.316706061631454,37,3.2696004931476654,0.537519009966573,1.717511482562153,14.783827401681824,15.057732970299082,37,4.401842904880962,0.7236585158397024,3.528636986048595,23.254325271657574
2009,FDLR,45.770833333333336,48,7.760345417113069,1.1201093788936773,22,61,6.302603541429424,48,3.160398578875013,0.4561642425649999,1.4132078201793028,15.612952968388605,11.176518892422946,48,4.775164150569725,0.6892355769390204,2.5458706438328407,23.229364595379423
2009,FMLR,40.28358208955224,201,9.178462785481978,0.6473988486061011,14,64,7.6914864636549956,201,2.6346478722948894,0.18583373260543842,2.138347511599905,15.687126655700794,12.79388025718302,201,3.6662732435404988,0.25859897588709735,4.162601082655017,21.876213620239927
2009,FSLR,31.516666666666666,60,8.164602529411756,1.0540456541604892,12,47,7.6920208668890595,60,2.5260591617223995,0.32611283549618403,3.4866173279172,13.081928917069904,11.652015093200928,60,3.416316011508011,0.4410445005984091,5.396881021382796,17.93391283361607
2009,HRRF,47.36842105263158,57,6.520932171935042,0.8637185659954397,33,62,9.003597988471164,57,3.151486877363772,0.4174246341934192,2.862179311058172,15.662597114317418,15.10357146186814,57,4.152583965889025,0.5500231828249498,7.062538211958019,24.28369174230039
2009,INPR,34.47826086956522,23,9.690058472557379,2.0205168645840947,14,51,6.436753252338562,23,3.2191124051154345,0.6712313369365056,1.15691063201982,12.83444152363281,10.372942339119785,23,4.497987143829148,0.9378951537317901,1.5938750072394137,20.668233930284472
2009,MCPR,37.602739726027394,73,7.206747852663652,0.8434860362290044,24,57,7.6905227064586255,73,3.4588962931506733,0.40483319018279834,1.7063681979879517,20.214225362931117,12.6000285537257,73,4.786884784409736,0.5602624866630177,3.1809178525428297,28.79960836383913
2009,OFPR,40.53703703703704,54,7.973335191378454,1.0850334870585372,15,58,8.693776938228769,54,3.5130872652311096,0.47807062342698936,2.231823731472637,15.466929994117164,14.197481765605756,54,4.69923313095525,0.6394846307345424,3.7200859345476425,23.87427798036529
2010,FDLR,43.625,32,6.804884393794153,1.2029449750105885,28,62,6.189026100412292,32,3.4978090329618503,0.6183311216257211,2.03422519140223,14.470039468963035,10.903780615449508,32,5.201258190414001,0.9194612342859527,3.7047491025500676,21.368101442948635
2010,FMLR,35.62048192771084,166,9.251728867572012,0.7180734224258473,6,57,7.609401429297351,166,2.522701017936893,0.19579957212716204,1.5622025752232203,14.45721708069493,12.423007822441804,166,3.678976740635944,0.2855439731305959,2.7023366333243595,21.70736288897026
2010,FSLR,30.338709677419356,62,9.248736818290547,1.1745907505142372,8,48,7.1159491505844334,62,2.3338228829689203,0.2963958025330036,2.2799325463743676,13.167203941366106,10.988740193000496,62,3.2479239863639005,0.41248675875518037,3.4245805324773055,19.877031700780478
2010,HRRF,46.608695652173914,23,5.638658209464558,1.1757415126146167,36,56,8.963298217680661,23,4.220326561708394,0.8799989201441347,1.4593796896723426,17.67941879713079,14.910773103189317,23,5.5803131493570275,1.1635757265931703,2.546056910878077,25.77619773294482
2010,INPR,27.8,10,9.953223933312596,3.147485769096767,14,47,5.1486273900790245,10,1.9407624687217218,0.6137229798531934,2.5056718690521507,7.632801881698741,8.311898109887279,10,2.7261899071240405,0.8620969440674862,4.34267632644969,12.40968115217471
2010,MCPR,33.53191489361702,47,6.775438583043864,0.9882992913102,18,49,6.237533577709795,47,2.8737958739944216,0.4191862107268808,1.6920186637553039,13.745211675736806,10.478199085860442,47,4.024745433022512,0.5870694583690187,2.9390240370768463,18.977673175476948
2010,OFPR,37.205128205128204,39,7.280758661956681,1.1658544428395199,27,55,8.923819187788402,39,3.96990087125902,0.6356928973039138,1.9882906171124626,20.78772969173614,13.874820953512533,39,4.602699707671713,0.7370218067086856,3.9116251539417863,27.219135614006625
2011,FDLR,47.47945205479452,73,7.166879045382415,0.8388197452874671,33,69,5.6957145386361825,73,3.0514149331832696,0.357141104351174,1.8975551835388145,13.931379310344823,11.440099778702546,73,4.9217809099297885,0.5760508839461979,4.071114222499373,24.063315417244745
2011,FMLR,40.23972602739726,146,9.534912107090374,0.7891149407134006,7,68,8.350817438143043,146,3.223219589120198,0.26675555122143807,1.4519116151719884,16.244895187214187,13.736385299167118,146,4.2761233675570125,0.35389448793803713,2.111025646422295,24.189591423759488
2011,FSLR,33.03225806451613,62,10.522369212014484,1.336342226268734,12,63,8.035304924309417,62,3.4810768127767617,0.4420971973200671,1.6374542070140004,19.725841422328944,12.387437248237784,62,4.91368500571036,0.6240386197641475,2.9760320798933053,29.36972654198339
2011,HRRF,51.875,32,6.670832032063167,1.1792476415070754,35,68,11.00990010170776,32,4.25975940177227,0.7530261898040808,2.8993723727746783,21.439450411193473,18.278095442139065,32,5.6870720246961755,1.0053417984397435,5.448859819160532,31.268608778863047
2011,INPR,38,14,8.105079129305752,2.1661735138967266,19,53,6.140395255328488,14,2.4571717255675676,0.6567067669672829,2.5983097754105735,10.855034515591525,10.906194328303277,14,3.937606937645243,1.0523697203180458,3.9695366087161323,17.576244340627806
2011,MCPR,37.55,40,5.462928678244825,0.8637648659153392,26,48,7.878686859161126,40,3.569624310415098,0.5644071606009811,1.407291001914486,16.679903507144193,13.013479812493541,40,4.709409571634241,0.7446230340481048,2.4010109518382285,23.778596107025006
2011,OFPR,39.714285714285715,35,8.449056433818438,1.4281511986966,20,56,8.434404742272733,35,3.3032031567090456,0.5583432404250633,3.096736189666947,14.353906925070964,13.937974086102658,35,3.879893669825732,0.6558217285894911,7.036816610550067,21.562860204197026
2012,FDLR,44.15,40,7.921246988079203,1.2524591195539463,24,57,5.840034428582992,40,3.2408847249309294,0.512428868241501,1.2323137426428685,12.985507246376807,10.797193387572614,40,4.947917186619962,0.7823343991805741,1.7921646722576499,21.66197186181263
2012,FMLR,38.906976744186046,172,9.101928215450943,0.6940155200631323,16,69,7.786767518593159,172,2.9470187762290485,0.22470807505913606,1.3650231357526328,15.791507135398533,12.862157869431288,172,4.083959173415663,0.3113989676213073,2.3625062650911475,25.155989610106847
2012,FSLR,35.490196078431374,51,8.741561757534194,1.2240634832376018,10,53,8.628932819171206,51,2.7437577903699752,0.38420293892517754,2.403048850906571,15.58275569740188,13.469726602005183,51,3.7627686033943646,0.5268929936139017,3.7333801474420043,21.50037233055862
2012,HRRF,50.30769230769231,26,7.535352577121953,1.4778042243287124,31,63,9.645711036653818,26,3.3707686891946578,0.661062127769659,2.5231574437966815,15.530584704157837,16.030210775351062,26,4.764238981594728,0.934344135945036,5.787422988707378,23.11201660516217
2012,INPR,31.333333333333332,9,9.260129588726066,3.086709862908689,18,44,5.00335566898209,9,2.1865816460575322,0.728860548685844,2.1477864280860244,8.71830291070548,8.40623501913443,9,3.0399806249179515,1.0133268749726505,4.317341908302719,13.715646747794288
2012,MCPR,36.02777777777778,72,8.06482926344466,0.9504492435489048,20,53,8.827293974114065,72,3.456961797984836,0.4074068549429863,1.7266421868625048,17.222823984526116,14.130268754713898,72,4.636620164367261,0.5464309266683959,3.5435276482293423,26.296704139668986
2012,OFPR,40.23913043478261,46,8.289711917280213,1.2222513410443574,19,57,9.92022260160584,46,3.9561698572835,0.5833054226389194,1.4151140641465703,18.433602220487465,15.311111048376933,46,5.235013399637921,0.7718606161397134,2.4747508344115023,26.26125603146115
2014,FDLR,42.4,35,5.760923128641593,0.973773738667072,33,54,6.303456220173093,35,3.9149831669798614,0.6617529361527105,1.8095156093194127,18.45470682342907,11.31686093048017,35,5.236345782688527,0.8851039834937866,3.959242750448396,23.88756706229351
2014,FMLR,38.440298507462686,134,8.540492840307058,0.7377862103644937,13,57,8.815054179674988,134,2.9534401103527976,0.255138365817931,1.5295454967897202,16.003117749751112,14.021266662296584,134,3.8434459178365152,0.3320231573848536,2.6126431289610705,23.410709195191405
2014,FSLR,32.940298507462686,67,9.150063084755084,1.1178581228896687,13,52,7.435709693835373,67,3.1045727521146387,0.3792839280895707,1.5937199656027115,15.523691486337135,11.583244764701718,67,4.23250044614665,0.5170822277435502,2.9056118080095716,21.457887932808624
2014,HRRF,52.175,40,8.575120541875334,1.3558456061411668,35,67,9.772409926165267,40,3.305017585630797,0.5225691638751951,3.0437216754744316,16.86861581320754,16.42530202923512,40,4.762127396625427,0.7529584540612195,5.14335180730355,25.661164443932677
2014,INPR,25,17,11.396271320041482,2.7640017876898964,5,49,5.339979925628432,17,1.895689484304193,0.45977223395052114,2.470355731225296,10.023405256917483,8.742055696473601,17,3.091173482297777,0.7497196926248294,3.339707682982235,16.254590478061594
2014,MCPR,35.804597701149426,87,8.475462641498487,0.9086649736499974,10,54,8.570751425310528,87,3.5268628991417175,0.37811939228242003,1.3154625794392523,16.585959686023497,13.421416571162592,87,4.535561217185576,0.4862632033468821,1.9247813269225194,23.165682153334515
2014,OFPR,36.55769230769231,52,9.722449182153,1.3482611172825218,14,51,9.840271163536997,52,3.5042102690707564,0.4859465309670029,3.1227887751652763,16.26356212399946,14.786919567640771,52,4.334416722350798,0.6010754516024756,5.210869468395289,21.528673360738146
2016,FDLR,47.064516129032256,31,7.224659087094089,1.2975870773780178,37,73,7.225202872248534,31,3.5365519433031594,0.6351834799103417,1.7166887963954027,15.012292191761503,12.716402626561873,31,4.992193345138338,0.896624393529627,3.3928520188726257,23.04612216668806
2016,FMLR,42.729729729729726,111,7.948637328551062,0.7544512675731024,22,61,8.791764300000754,111,3.0245068539444895,0.2870734863629648,1.995257201815986,17.412268398335495,14.55827994280879,111,3.8941396899260297,0.36961538232704483,4.242302484056123,25.93013336220843
2016,FSLR,31.140625,64,9.713134925417492,1.2141418656771865,9,51,7.8674193988589884,64,2.7005093588677753,0.3375636698584719,3.6641435120138244,17.244075504243067,12.003303364387301,64,3.789832369569043,0.4737290461961304,5.738793548317167,23.694954191524207
2016,HRRF,53.80769230769231,52,8.046527594859889,1.1158526089501253,36,73,9.91594962904824,52,4.1445568130664565,0.5747466193686435,2.1375766590905676,17.7064118037884,16.862462127116896,52,5.301401961048,0.73517217701553506,5.006462886650499,25.895764655238384
2016,INPR,25.58823529411765,17,16.729684783078742,4.0575445555248315,1,56,6.657593883377519,17,2.8296174263996416,0.686283031125537,1,10.625611688708576,10.00251083399231,17,4.57867715922091,1.110492326651225,1,16.763401989030104
2016,MCPR,39.413333333333334,75,7.8587072269731015,0.9074453465950755,16,57,9.795671387476519,75,3.4273756653209158,0.39575925259740063,1.448497155348253,16.196567374406587,15.441485409527246,75,4.322983712732475,0.49917516204969237,2.5932122655270105,22.826856703672636
2016,OFPR,39.981818181818184,55,9.730613982932857,1.3120757217952466,8,60,10.229681690124918,55,3.3631738884584848,0.4534902746077355,3.045814684051041,19.8612004383482,15.733531385284582,55,4.18061361017654,0.5637138241985962,3.969849884108067,26.49511664576261
